SEGMENT,DISTANCE,ANGLE
BH,343.802044709125,1.4132335623730936
AG,343.648285319205,1.4132345623730935
TG,1121.93683867549,1.4132345623730935
AT,1238.70950539415,1.4132345623730935
RO,312.855073280060,1.4132345623730935
SO,571.997199744872,1.4132345623730935
RS,544.097273787596,1.4132345623730935
MP,312.855073280017,1.4132345623730935
BH,343.648285319403,1.4132345623730935
AG,343.494526080000,1.4132355623730934
TG,1121.43725178497,1.4132355623730934
AT,1238.15661132451,1.4132355623730934
RO,312.715136458232,1.4132355623730934
SO,571.742559921357,1.4132355623730934
RS,543.853879252440,1.4132355623730934
MP,312.715136458151,1.4132355623730934
BH,343.494526080009,1.4132355623730934
AG,343.340766991022,1.4132365623730934
TG,1120.93766319685,1.4132365623730934
AT,1237.60371655675,1.4132365623730934
RO,312.575199733446,1.4132365623730934
SO,571.487919181864,1.4132365623730934
RS,543.610484908159,1.4132365623730934
MP,312.575199733499,1.4132365623730934
BH,343.340766991341,1.4132365623730934
AG,343.187008053047,1.4132375623730933
TG,1120.43807291177,1.4132375623730933
AT,1237.05082109171,1.4132375623730933
RO,312.435263106017,1.4132375623730933
SO,571.233277526885,1.4132375623730933
RS,543.367090755247,1.4132375623730933
MP,312.435263106128,1.4132375623730933
BH,343.187008052860,1.4132375623730933
AG,343.033249265234,1.4132385623730932
TG,1119.93848092913,1.4132385623730932
AT,1236.49792492836,1.4132385623730932
RO,312.295326575984,1.4132385623730932
SO,570.978634955908,1.4132385623730932
RS,543.123696793064,1.4132385623730932
MP,312.295326575643,1.4132385623730932
BH,343.033249265435,1.4132385623730932
AG,342.879490628284,1.4132395623730931
TG,1119.43888724910,1.4132395623730931
AT,1235.94502806741,1.4132395623730931
RO,312.155390142768,1.4132395623730931
SO,570.723991468880,1.4132395623730931
RS,542.880303021867,1.4132395623730931
MP,312.155390142562,1.4132395623730931
BH,342.879490628069,1.4132395623730931
AG,342.725732141534,1.413240562373093
TG,1118.93929187205,1.413240562373093
AT,1235.39213050882,1.413240562373093
RO,312.015453806869,1.413240562373093
SO,570.469347066289,1.413240562373093
RS,542.636909441670,1.413240562373093
MP,312.015453807092,1.413240562373093
BH,342.725732141757,1.413240562373093
AG,342.571973805731,1.413241562373093
TG,1118.43969479761,1.413241562373093
AT,1234.83923225276,1.413241562373093
RO,311.875517568159,1.413241562373093
SO,570.214701747775,1.413241562373093
RS,542.393516052481,1.413241562373093
MP,311.875517568530,1.413241562373093
BH,342.571973805633,1.413241562373093
AG,342.418215620374,1.4132425623730929
TG,1117.94009602628,1.4132425623730929
AT,1234.28633329896,1.4132425623730929
RO,311.735581426764,1.4132425623730929
SO,569.960055513609,1.4132425623730929
RS,542.150122854334,1.4132425623730929
MP,311.735581427180,1.4132425623730929
BH,342.418215620342,1.4132425623730929
AG,342.264457585628,1.4132435623730928
TG,1117.44049555812,1.4132435623730928
AT,1233.73343364826,1.4132435623730928
RO,311.595645382786,1.4132435623730928
SO,569.705408363610,1.4132435623730928
RS,541.906729847270,1.4132435623730928
MP,311.595645382988,1.4132435623730928
BH,342.264457585615,1.4132435623730928
AG,342.110699701565,1.4132445623730927
TG,1116.94089339290,1.4132445623730927
AT,1233.18053330004,1.4132445623730927
RO,311.455709435949,1.4132445623730927
SO,569.450760298189,1.4132445623730927
RS,541.663337031270,1.4132445623730927
MP,311.455709436071,1.4132445623730927
BH,342.110699701452,1.4132445623730927
AG,341.956941967707,1.4132455623730926
TG,1116.44128953057,1.4132455623730926
AT,1232.62763225404,1.4132455623730926
RO,311.315773586247,1.4132455623730926
SO,569.196111316653,1.4132455623730926
RS,541.419944406024,1.4132455623730926
MP,311.315773586309,1.4132455623730926
BH,341.956941967904,1.4132455623730926
AG,341.803184384855,1.4132465623730925
TG,1115.94168397126,1.4132465623730925
AT,1232.07473051074,1.4132465623730925
RO,311.175837833783,1.4132465623730925
SO,568.941461419457,1.4132465623730925
RS,541.176551972073,1.4132465623730925
MP,311.175837833920,1.4132465623730925
BH,341.803184384732,1.4132465623730925
AG,341.649426952467,1.4132475623730925
TG,1115.44207671536,1.4132475623730925
AT,1231.52182807046,1.4132475623730925
RO,311.035902178673,1.4132475623730925
SO,568.686810606763,1.4132475623730925
RS,540.933159728974,1.4132475623730925
MP,311.035902178731,1.4132475623730925
BH,341.649426952409,1.4132475623730925
AG,341.495669670661,1.4132485623730924
TG,1114.94246776282,1.4132485623730924
AT,1230.96892493283,1.4132485623730924
RO,310.895966620795,1.4132485623730924
SO,568.432158878469,1.4132485623730924
RS,540.689767677047,1.4132485623730924
MP,310.895966620617,1.4132485623730924
BH,341.495669670493,1.4132485623730924
AG,341.341912539172,1.4132495623730923
TG,1114.44285711308,1.4132495623730923
AT,1230.41602109769,1.4132495623730923
RO,310.756031159906,1.4132495623730923
SO,568.177506234263,1.4132495623730923
RS,540.446375815884,1.4132495623730923
MP,310.756031159840,1.4132495623730923
BH,341.341912539143,1.4132495623730923
AG,341.188155558525,1.4132505623730922
TG,1113.94324476670,1.4132505623730922
AT,1229.86311656552,1.4132505623730922
RO,310.616095796267,1.4132505623730922
SO,567.922852674422,1.4132505623730922
RS,540.202984145791,1.4132505623730922
MP,310.616095796455,1.4132505623730922
BH,341.188155558543,1.4132505623730922
AG,341.034398728190,1.4132515623730921
TG,1113.44363072406,1.4132515623730921
AT,1229.31021133643,1.4132515623730921
RO,310.476160530180,1.4132515623730921
SO,567.668198199137,1.4132515623730921
RS,539.959592666907,1.4132515623730921
MP,310.476160530195,1.4132515623730921
BH,341.034398728228,1.4132515623730921
AG,340.880642048736,1.413252562373092
TG,1112.94401498478,1.413252562373092
AT,1228.75730541074,1.413252562373092
RO,310.336225361047,1.413252562373092
SO,567.413542808368,1.413252562373092
RS,539.716201379027,1.413252562373092
MP,310.336225361067,1.413252562373092
BH,340.880642048701,1.413252562373092
AG,340.726885519625,1.413253562373092
TG,1112.44439754885,1.413253562373092
AT,1228.20439878747,1.413253562373092
RO,310.196290289196,1.413253562373092
SO,567.158886501884,1.413253562373092
RS,539.472810282128,1.413253562373092
MP,310.196290289240,1.413253562373092
BH,340.726885519812,1.413253562373092
AG,340.573129141219,1.4132545623730919
TG,1111.94477841628,1.4132545623730919
AT,1227.65149146764,1.4132545623730919
RO,310.056355314493,1.4132545623730919
SO,566.904229279593,1.4132545623730919
RS,539.229419376070,1.4132545623730919
MP,310.056355314529,1.4132545623730919
BH,340.573129141209,1.4132545623730919
AG,340.419372913439,1.4132555623730918
TG,1111.44515758784,1.4132555623730918
AT,1227.09858345085,1.4132555623730918
RO,309.916420437271,1.4132555623730918
SO,566.649571142094,1.4132555623730918
RS,538.986028661300,1.4132555623730918
MP,309.916420437324,1.4132555623730918
BH,340.419372913565,1.4132555623730918
AG,340.265616836169,1.4132565623730917
TG,1110.94553506253,1.4132565623730917
AT,1226.54567473696,1.4132565623730917
RO,309.776485657073,1.4132565623730917
SO,566.394912088805,1.4132565623730917
RS,538.742638137389,1.4132565623730917
MP,309.776485657372,1.4132565623730917
BH,340.265616836141,1.4132565623730917
AG,340.111860909742,1.4132575623730916
TG,1110.44591084106,1.4132575623730916
AT,1225.99276532666,1.4132575623730916
RO,309.636550974057,1.4132575623730916
SO,566.140252120012,1.4132575623730916
RS,538.499247804542,1.4132575623730916
MP,309.636550974235,1.4132575623730916
BH,340.111860909665,1.4132575623730916
AG,339.958105133533,1.4132585623730916
TG,1109.94628492351,1.4132585623730916
AT,1225.43985521966,1.4132585623730916
RO,309.496616388369,1.4132585623730916
SO,565.885591236008,1.4132585623730916
RS,538.255857662777,1.4132585623730916
MP,309.496616388567,1.4132585623730916
BH,339.958105133564,1.4132585623730916
AG,339.804349507992,1.4132595623730915
TG,1109.44665730954,1.4132595623730915
AT,1224.88694441597,1.4132595623730915
RO,309.356681900084,1.4132595623730915
SO,565.630929436419,1.4132595623730915
RS,538.012467712085,1.4132595623730915
MP,309.356681899895,1.4132595623730915
BH,339.804349508041,1.4132595623730915
AG,339.650594033165,1.4132605623730914
TG,1108.94702799948,1.4132605623730914
AT,1224.33403291533,1.4132605623730914
RO,309.216747508815,1.4132605623730914
SO,565.376266721233,1.4132605623730914
RS,537.769077952318,1.4132605623730914
MP,309.216747508782,1.4132605623730914
BH,339.650594032956,1.4132605623730914
AG,339.496838708996,1.4132615623730913
TG,1108.44739699329,1.4132615623730913
AT,1223.78112071856,1.4132615623730913
RO,309.076813214781,1.4132615623730913
SO,565.121603090636,1.4132615623730913
RS,537.525688383672,1.4132615623730913
MP,309.076813214843,1.4132615623730913
BH,339.496838708695,1.4132615623730913
AG,339.343083535063,1.4132625623730912
TG,1107.94776429101,1.4132625623730912
AT,1223.22820782478,1.4132625623730912
RO,308.936879017971,1.4132625623730912
SO,564.866938544598,1.4132625623730912
RS,537.282299005997,1.4132625623730912
MP,308.936879018043,1.4132625623730912
BH,339.343083535203,1.4132625623730912
AG,339.189328511729,1.4132635623730911
TG,1107.44812989266,1.4132635623730911
AT,1222.67529423501,1.4132635623730911
RO,308.796944918477,1.4132635623730911
SO,564.612273083147,1.4132635623730911
RS,537.038909819312,1.4132635623730911
MP,308.796944918677,1.4132635623730911
BH,339.189328511734,1.4132635623730911
AG,339.035573639301,1.413264562373091
TG,1106.94849379880,1.413264562373091
AT,1222.12237994894,1.413264562373091
RO,308.657010916267,1.413264562373091
SO,564.357606706572,1.413264562373091
RS,536.795520823895,1.413264562373091
MP,308.657010916106,1.413264562373091
BH,339.035573639388,1.413264562373091
AG,338.881818917220,1.413265562373091
TG,1106.44885600867,1.413265562373091
AT,1221.56946496610,1.413265562373091
RO,308.517077011222,1.413265562373091
SO,564.102939414302,1.413265562373091
RS,536.552132019333,1.413265562373091
MP,308.517077011105,1.413265562373091
BH,338.881818917125,1.413265562373091
AG,338.728064345854,1.413266562373091
TG,1105.94921652264,1.413266562373091
AT,1221.01654928705,1.413266562373091
RO,308.377143203287,1.413266562373091
SO,563.848271206660,1.413266562373091
RS,536.308743405779,1.413266562373091
MP,308.377143203314,1.413266562373091
BH,338.728064345855,1.413266562373091
AG,338.574309924985,1.4132675623730908
TG,1105.44957534105,1.4132675623730908
AT,1220.46363291176,1.4132675623730908
RO,308.237209492582,1.4132675623730908
SO,563.593602083712,1.4132675623730908
RS,536.065354983423,1.4132675623730908
MP,308.237209492681,1.4132675623730908
BH,338.574309924917,1.4132675623730908
AG,338.420555654771,1.4132685623730907
TG,1104.94993246374,1.4132685623730907
AT,1219.91071584051,1.4132685623730907
RO,308.097275879334,1.4132685623730907
SO,563.338932045717,1.4132685623730907
RS,535.821966752055,1.4132685623730907
MP,308.097275879399,1.4132685623730907
BH,338.420555654527,1.4132685623730907
AG,338.266801535150,1.4132695623730906
TG,1104.45028789074,1.4132695623730906
AT,1219.35779807325,1.4132695623730906
RO,307.957342363272,1.4132695623730906
SO,563.084261092139,1.4132695623730906
RS,535.578578711835,1.4132695623730906
MP,307.957342363184,1.4132695623730906
BH,338.266801534924,1.4132695623730906
AG,338.113047565976,1.4132705623730906
TG,1103.95064162202,1.4132705623730906
AT,1218.80487960954,1.4132705623730906
RO,307.817408944385,1.4132705623730906
SO,562.829589223354,1.4132705623730906
RS,535.335190862586,1.4132705623730906
MP,307.817408944371,1.4132705623730906
BH,338.113047565688,1.4132705623730906
AG,337.959293747258,1.4132715623730905
TG,1103.45099365757,1.4132715623730905
AT,1218.25196044973,1.4132715623730905
RO,307.677475622545,1.4132715623730905
SO,562.574916439259,1.4132715623730905
RS,535.091803204260,1.4132715623730905
MP,307.677475622618,1.4132715623730905
BH,337.959293747375,1.4132715623730905
AG,337.805540079452,1.4132725623730904
TG,1102.95134399798,1.4132725623730904
AT,1217.69904059411,1.4132725623730904
RO,307.537542398212,1.4132725623730904
SO,562.320242739990,1.4132725623730904
RS,534.848415737168,1.4132725623730904
MP,307.537542398222,1.4132725623730904
BH,337.805540079263,1.4132725623730904
AG,337.651786562053,1.4132735623730903
TG,1102.45169264278,1.4132735623730903
AT,1217.14612004220,1.4132735623730903
RO,307.397609271068,1.4132735623730903
SO,562.065568125349,1.4132735623730903
RS,534.605028461029,1.4132735623730903
MP,307.397609271134,1.4132735623730903
BH,337.651786562011,1.4132735623730903
AG,337.498033195149,1.4132745623730902
TG,1101.95203959198,1.4132745623730902
AT,1216.59319879464,1.4132745623730902
RO,307.257676241135,1.4132745623730902
SO,561.810892595469,1.4132745623730902
RS,534.361641375919,1.4132745623730902
MP,307.257676241019,1.4132745623730902
BH,337.498033195153,1.4132745623730902
AG,337.344279979097,1.4132755623730902
TG,1101.45238484564,1.4132755623730902
AT,1216.04027685141,1.4132755623730902
RO,307.117743308206,1.4132755623730902
SO,561.556216150297,1.4132755623730902
RS,534.118254481814,1.4132755623730902
MP,307.117743308293,1.4132755623730902
BH,337.344279978974,1.4132755623730902
AG,211.317348095702,1.4140955623730227
TG,691.169699012501,1.4140955623730227
AT,762.414832162067,1.4140955623730227
RO,192.405486528808,1.4140955623730227
SO,352.415050825485,1.4140955623730227
RS,334.605453776653,1.4140955623730227
MP,192.405486528818,1.4140955623730227
BH,211.317348095802,1.4140955623730227
AG,211.163718572673,1.4140965623730226
TG,690.668670291320,1.4140965623730226
AT,761.861356448829,1.4140965623730226
RO,192.265633491579,1.4140965623730226
SO,352.159628829269,1.4140965623730226
RS,334.362224254635,1.4140965623730226
MP,192.265633491755,1.4140965623730226
BH,211.163718572731,1.4140965623730226
AG,211.010089200381,1.4140975623730225
TG,690.167639918436,1.4140975623730225
AT,761.307880082180,1.4140975623730225
RO,192.125780551614,1.4140975623730225
SO,351.904205931948,1.4140975623730225
RS,334.118994924954,1.4140975623730225
MP,192.125780551729,1.4140975623730225
BH,211.010089200270,1.4140975623730225
AG,210.856459978773,1.4140985623730224
TG,689.666607894374,1.4140985623730224
AT,760.754403062585,1.4140985623730224
RO,191.985927709213,1.4140985623730224
SO,351.648782133847,1.4140985623730224
RS,333.875765787453,1.4140985623730224
MP,191.985927709131,1.4140985623730224
BH,210.856459978765,1.4140985623730224
AG,210.702830907803,1.4140995623730224
TG,689.165574218942,1.4140995623730224
AT,760.200925390395,1.4140995623730224
RO,191.846074964114,1.4140995623730224
SO,351.393357434955,1.4140995623730224
RS,333.632536842304,1.4140995623730224
MP,191.846074964087,1.4140995623730224
BH,210.702830907725,1.4140995623730224
AG,210.549201987550,1.4141005623730223
TG,688.664538892112,1.4141005623730223
AT,759.647447065178,1.4141005623730223
RO,191.706222316217,1.4141005623730223
SO,351.137931835125,1.4141005623730223
RS,333.389308089369,1.4141005623730223
MP,191.706222316451,1.4141005623730223
BH,210.549201987678,1.4141005623730223
AG,210.395573218058,1.4141015623730222
TG,688.163501913885,1.4141015623730222
AT,759.093968087142,1.4141015623730222
RO,191.566369765992,1.4141015623730222
SO,350.882505334442,1.4141015623730222
RS,333.146079528737,1.4141015623730222
MP,191.566369766093,1.4141015623730222
BH,210.395573218168,1.4141015623730222
AG,210.241944599648,1.4141025623730221
TG,687.662463285024,1.4141025623730221
AT,758.540488456903,1.4141025623730221
RO,191.426517313225,1.4141025623730221
SO,350.627077933209,1.4141025623730221
RS,332.902851160643,1.4141025623730221
MP,191.426517313125,1.4141025623730221
BH,210.241944599541,1.4141025623730221
AG,210.088316131637,1.414103562373022
TG,687.161423004543,1.414103562373022
AT,757.987008173312,1.414103562373022
RO,191.286664957557,1.414103562373022
SO,350.371649630891,1.414103562373022
RS,332.659622984605,1.414103562373022
MP,191.286664957600,1.414103562373022
BH,210.088316131412,1.414103562373022
AG,209.934687814422,1.414104562373022
TG,686.660381073105,1.414104562373022
AT,757.433527237567,1.414104562373022
RO,191.146812699275,1.414104562373022
SO,350.116220428032,1.414104562373022
RS,332.416395001058,1.414104562373022
MP,191.146812699573,1.414104562373022
BH,209.934687814506,1.414104562373022
AG,209.781059648013,1.4141055623730219
TG,686.159337490783,1.4141055623730219
AT,756.880045649425,1.4141055623730219
RO,191.006960538729,1.4141055623730219
SO,349.860790324518,1.4141055623730219
RS,332.173167209811,1.4141055623730219
MP,191.006960538797,1.4141055623730219
BH,209.781059648113,1.4141055623730219
AG,209.627431632150,1.4141065623730218
TG,685.658292257474,1.4141065623730218
AT,756.326563408206,1.4141065623730218
RO,190.867108475485,1.4141065623730218
SO,349.605359320105,1.4141065623730218
RS,331.929939610909,1.4141065623730218
MP,190.867108475512,1.4141065623730218
BH,209.627431632313,1.4141065623730218
AG,209.473803767291,1.4141075623730217
TG,685.157245373356,1.4141075623730217
AT,755.773080515050,1.4141075623730217
RO,190.727256509587,1.4141075623730217
SO,349.349927415144,1.4141075623730217
RS,331.686712204322,1.4141075623730217
MP,190.727256509518,1.4141075623730217
BH,209.473803767345,1.4141075623730217
AG,209.320176052945,1.4141085623730216
TG,684.656196838313,1.4141085623730216
AT,755.219596969339,1.4141085623730216
RO,190.587404640985,1.4141085623730216
SO,349.094494609571,1.4141085623730216
RS,331.443484989961,1.4141085623730216
MP,190.587404641171,1.4141085623730216
BH,209.320176052977,1.4141085623730216
AG,209.166548489641,1.4141095623730215
TG,684.155146652383,1.4141095623730215
AT,754.666112771537,1.4141095623730215
RO,190.447552869896,1.4141095623730215
SO,348.839060903358,1.4141095623730215
RS,331.200257968038,1.4141095623730215
MP,190.447552869951,1.4141095623730215
BH,209.166548489592,1.4141095623730215
AG,209.012921076857,1.4141105623730215
TG,683.654094815929,1.4141105623730215
AT,754.112627921135,1.4141105623730215
RO,190.307701196221,1.4141105623730215
SO,348.583626296348,1.4141105623730215
RS,330.957031138440,1.4141105623730215
MP,190.307701196221,1.4141105623730215
BH,209.012921076734,1.4141105623730215
AG,208.859293814889,1.4141115623730214
TG,683.153041328622,1.4141115623730214
AT,753.559142418631,1.4141115623730214
RO,190.167849619710,1.4141115623730214
SO,348.328190788576,1.4141115623730214
RS,330.713804501023,1.4141115623730214
MP,190.167849619809,1.4141115623730214
BH,208.859293814871,1.4141115623730214
AG,208.705666703594,1.4141125623730213
TG,682.651986190810,1.4141125623730213
AT,753.005656264001,1.4141125623730213
RO,190.027998140958,1.4141125623730213
SO,348.072754380525,1.4141125623730213
RS,330.470578056123,1.4141125623730213
MP,190.027998140885,1.4141125623730213
BH,208.705666703460,1.4141125623730213
AG,208.552039743072,1.4141135623730212
TG,682.150929402085,1.4141135623730212
AT,752.452169457073,1.4141135623730212
RO,189.888146759177,1.4141135623730212
SO,347.817317071573,1.4141135623730212
RS,330.227351803358,1.4141135623730212
MP,189.888146759433,1.4141135623730212
BH,208.552039743192,1.4141135623730212
AG,208.398412933408,1.4141145623730211
TG,681.649870963150,1.4141145623730211
AT,751.898681998225,1.4141145623730211
RO,189.748295475108,1.4141145623730211
SO,347.561878862178,1.4141145623730211
RS,329.984125743026,1.4141145623730211
MP,189.748295475313,1.4141145623730211
BH,208.398412933534,1.4141145623730211
AG,208.244786274372,1.414115562373021
TG,681.148810874097,1.414115562373021
AT,751.345193887461,1.414115562373021
RO,189.608444288501,1.414115562373021
SO,347.306439752552,1.414115562373021
RS,329.740899875220,1.414115562373021
MP,189.608444288626,1.414115562373021
BH,208.244786274470,1.414115562373021
AG,208.091159766061,1.414116562373021
TG,680.647749133843,1.414116562373021
AT,750.791705124596,1.414116562373021
RO,189.468593199015,1.414116562373021
SO,347.050999741919,1.414116562373021
RS,329.497674199325,1.414116562373021
MP,189.468593199236,1.414116562373021
BH,208.091159765984,1.414116562373021
AG,207.937533408402,1.4141175623730209
TG,680.146685743727,1.4141175623730209
AT,750.238215709695,1.4141175623730209
RO,189.328742207222,1.4141175623730209
SO,346.795558831079,1.4141175623730209
RS,329.254448716062,1.4141175623730209
MP,189.328742207298,1.4141175623730209
BH,207.937533408578,1.4141175623730209
AG,207.783907201806,1.4141185623730208
TG,679.645620703461,1.4141185623730208
AT,749.684725643267,1.4141185623730208
RO,189.188891312602,1.4141185623730208
SO,346.540117019631,1.4141185623730208
RS,329.011223425148,1.4141185623730208
MP,189.188891312668,1.4141185623730208
BH,207.783907201628,1.4141185623730208
AG,207.630281145698,1.4141195623730207
TG,679.144554012996,1.4141195623730207
AT,749.131234925073,1.4141195623730207
RO,189.049040515606,1.4141195623730207
SO,346.284674307875,1.4141195623730207
RS,328.767998326647,1.4141195623730207
MP,189.049040515525,1.4141195623730207
BH,207.630281145589,1.4141195623730207
AG,207.476655240165,1.4141205623730206
TG,678.643485671692,1.4141205623730206
AT,748.577743554750,1.4141205623730206
RO,188.909189815671,1.4141205623730206
SO,346.029230695369,1.4141205623730206
RS,328.524773420263,1.4141205623730206
MP,188.909189815724,1.4141205623730206
BH,207.476655240226,1.4141205623730206
AG,207.323029485518,1.4141215623730206
TG,678.142415680674,1.4141215623730206
AT,748.024251532848,1.4141215623730206
RO,188.769339213299,1.4141215623730206
SO,345.773786182445,1.4141215623730206
RS,328.281548706237,1.4141215623730206
MP,188.769339213337,1.4141215623730206
BH,207.323029485702,1.4141215623730206
AG,207.169403881929,1.4141225623730205
TG,677.641344039987,1.4141225623730205
AT,747.470758859856,1.4141225623730205
RO,188.629488708672,1.4141225623730205
SO,345.518340769611,1.4141225623730205
RS,328.038324184882,1.4141225623730205
MP,188.629488708498,1.4141225623730205
BH,207.169403881800,1.4141225623730205
AG,207.015778428893,1.4141235623730204
TG,677.140270748406,1.4141235623730204
AT,746.917265534704,1.4141235623730204
RO,188.489638300945,1.4141235623730204
SO,345.262894455794,1.4141235623730204
RS,327.795099855455,1.4141235623730204
